t,r2
0.0,0.05788895982976587
0.08974358974358974,0.058983510934200636
0.1794871794871795,0.06184981555461378
0.2692307692307692,0.06552019964183152
0.358974358974359,0.06910386138160775
0.44871794871794873,0.0722694505079429
0.5384615384615384,0.07524002221032179
0.6282051282051282,0.07837390997488415
0.717948717948718,0.08173251296682271
0.8076923076923077,0.0850033676709104
0.8974358974358975,0.0878042218983632
0.9871794871794872,0.09005579608257008
1.0769230769230769,0.09207105297338058
1.1666666666666667,0.09428383451069458
1.2564102564102564,0.09686849706376907
1.3461538461538463,0.09959007803167991
1.435897435897436,0.10200617692988112
1.5256410256410255,0.1038272371157117
1.6153846153846154,0.10511544644554015
1.705128205128205,0.10616518784661684
1.794871794871795,0.1071981645554624
1.8846153846153846,0.1081590200651637
1.9743589743589745,0.1087867182839537
2.0641025641025643,0.10887961678455035
2.1538461538461537,0.10850646740709244
2.2435897435897436,0.10798087100641837
2.3333333333333335,0.1076368215593863
2.423076923076923,0.10761105198986384
2.5128205128205128,0.10781105560066127
2.6025641025641026,0.10806816039254956
2.6923076923076925,0.10831580115941934
2.782051282051282,0.10863199672261259
2.871794871794872,0.10912611655089091
2.9615384615384617,0.10979346720064215
3.051282051282051,0.11047988158771091
3.141025641025641,0.11098877441553831
3.230769230769231,0.11123464205823416
3.3205128205128207,0.11131360956644624
3.41025641025641,0.111441498668152
3.5,0.11182117248118202
